recipe_name,niacin,vitaminB6,vitaminC,sodium,carbohydrates,sugars,calories,thiamin,caloriesFromFat,folate,calcium,fiber,fat,iron,cholesterol,protein,vitaminA,potassium,saturatedFat,magnesium,apple,avocado,bacon,basil,bay lea,beans,beef,bell pepper,black pepper,bouillon,bread,bread crumbs,broccoli,broth,butter,carrot,cayenne pepper,celery,cheese,chicken,chile peppers,chili powder,cilantro,corn,cream,cucumber,cumin,dressing,egg,flour,garlic,ginger,ham,honey,lemon,lettuce,lime,mayonnaise,milk,mushroom,mustard,noodles,oil,olives,onion,oregano,paprika,parsley,pasta,peas,pork ,potatoe,red pepper,rice,roast,rosemary,sage,salsa,salt,salt and ground black pepper,sauce,spinach,stock,sugar,thyme,tomato,vinegar,water,wine,zucchini,category
Hearts of Palm and Spinach Salad,6.627908,0.5773119,50.37514,718.8002,39.30191,23.40639,493.4229,0.2586315,336.9874,281.5893,137.9375,10.64581,37.44305,4.21956,0.0,8.775148,9612.367,1397.003,3.815881,139.7827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,Vegetable Salads
Herb Crusted Chuck Roast,8.232506,0.2889469,3.03634,238.7277,6.515723,0.9683211,480.4837,0.1209465,333.2477,18.71885,79.65543,0.7271909,37.02752,3.72643,120.1733,29.14455,264.8841,327.8043,15.22784,29.98323,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Roasts
Herb Roasted Pork Loin and Potatoes,14.19418,1.09373,11.01311,53.34055,29.53468,1.449586,347.4573,0.7553183,110.7058,14.31691,25.1025,2.758129,12.30065,1.455937,79.4,28.8544,26.65687,828.8663,3.329896,54.85471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Roasts
"Herb, Garlic and Bacon Pork Loin",17.62813,0.7688491,1.763018,712.847,2.013824,0.4614294,437.1919,1.437346,247.6647,10.78486,44.94847,0.3285085,27.5183,2.222967,128.098,42.42759,66.76838,646.0429,9.48785,42.49895,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Roasts
Herbed Pork and Apples,7.655067,0.3570045,2.861811,29.05929,21.33512,18.11298,357.7646,0.4587563,189.9569,6.881803,51.41155,1.206066,21.10632,1.473132,79.11642,20.40587,42.01757,389.3046,7.819421,23.42347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,Roasts
Herbed and Spiced Roasted Beef Tenderloin,14.29233,0.8870557,3.172462,830.5331,2.298903,0.2716606,682.8533,0.2588047,501.9622,17.04553,28.16481,0.4395438,55.77358,5.559941,161.17,40.672,122.2363,709.5395,21.6728,47.39988,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Roasts
Holiday Leg of Lamb,22.1206,0.3448497,1.132453,451.4566,0.4345897,0.0031245,523.8257,0.2961783,348.8994,43.93763,26.7099,0.1508617,38.76659,3.950799,156.492,40.69572,36.19118,571.3105,16.85569,53.01562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Roasts
Holiday Rosemary and Ham Casserole,10.28619,0.4700696,32.00587,1624.58,14.88299,2.147757,468.1554,0.7137905,291.0413,50.96782,231.025,0.31285,32.33792,1.902823,182.7072,28.23273,635.7762,420.9648,14.95962,32.65367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Casseroles
Holly's Texas Brisket,5.590248,0.2716764,0.5036122,315.9924,1.857468,1.137192,390.9832,0.0641919,283.4754,6.944032,13.02394,0.3079935,31.49726,2.411621,93.26143,23.5495,169.0007,249.7375,12.30255,19.81586,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Roasts
Hot Chicken Salad Casserole,12.29094,0.6124849,5.135271,660.6877,18.29307,2.313035,548.2538,0.09608714,373.8056,34.97892,117.5505,3.371957,41.53395,1.637394,75.3375,26.42744,321.5027,625.8217,9.177662,63.19995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Casseroles
Hot Dog Macaroni Bake,13.46709,0.2308629,48.82912,2886.991,92.55443,24.33185,846.6987,1.135585,335.7859,130.416,488.6139,4.429937,37.30955,6.621693,92.39787,36.37772,1805.446,940.6718,17.32997,42.6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Hot Lips Chicken,16.90917,0.5555525,60.39668,1494.736,43.9301,7.322013,699.9178,0.1697688,346.1259,32.59155,312.6828,3.389487,38.45843,2.920525,129.7372,44.79396,2310.801,678.9265,13.64736,83.19341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Casseroles
Hot Tamale Pie,13.12917,0.5737288,28.64079,1556.12,54.25074,4.455169,639.5165,0.3780707,285.8599,103.849,304.0748,6.578375,31.76221,4.40485,145.6762,34.66103,749.6234,680.0405,13.48377,60.41854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
How to Make Turkey Manicotti,9.259555,0.2900654,5.477933,842.3784,23.74036,6.027314,342.6629,0.2043421,146.6957,62.13256,375.9658,2.17735,16.29952,2.590098,139.32,24.29318,982.7844,407.3654,7.055256,42.08675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Pasta
Hugo's Pasta Papa,11.1887,0.3594162,9.141022,1063.713,46.47499,1.265586,601.5729,0.849574,283.8515,176.5754,262.6117,3.519753,31.53906,4.89885,313.6154,32.26279,941.6346,448.5741,10.28126,62.59259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Pasta
Husband's Delight,14.72836,0.3338423,6.228891,778.4631,41.54923,5.259894,667.244,0.5555914,357.0647,128.2361,286.875,2.255062,39.67385,5.664242,172.1192,34.62328,1372.181,565.9909,21.03623,56.80217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Pasta
IPA Corned Beef,4.43291,0.2242264,0.1872,942.9652,2.978408,0.006,234.1558,0.0262324,139.5762,8.8104,12.0401,0.0126,15.50847,1.560363,79.576,15.18053,0.054,139.7216,5.163489,13.8144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roasts
Indiana's Finest Sweet Potato Casserole,1.699253,0.139459,6.617815,144.9174,50.0494,41.43337,398.9474,0.1140846,194.183,17.79733,53.59446,1.914384,21.57589,0.9281613,87.35709,3.788027,6939.637,246.7455,10.54545,22.58802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Casseroles
Insalata Tricolore,2.800176,0.332785,21.7945,216.3593,15.41247,5.900372,391.1336,0.162775,311.1187,95.105,190.8521,7.958001,34.56874,3.144464,22.39286,8.013336,1109.826,722.69,8.128439,42.625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Vegetable Salads
Iranian / Persian Salad Shirazi,1.311872,0.252301,43.9685,51.90751,13.80231,5.0584,145.0225,0.119607,96.36948,42.495,64.54725,4.3622,10.70772,1.48606,0.0,2.55257,1356.891,569.0052,1.501653,35.2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Vegetable Salads
Irish Roast Beef with Guinness Au Jus,9.172853,0.6365604,23.56316,185.7297,21.32028,0.9200437,465.4502,0.1770861,260.8072,24.16647,40.60246,2.766541,28.97857,4.377591,102.96,28.85202,14.39837,727.2092,10.64465,47.1074,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Roasts
Italian Cabbage Salad,0.674122,0.2041299,58.51877,608.6608,11.70018,6.525991,265.5367,0.0762934,222.0283,67.0419,64.20674,4.020909,24.66981,0.805194,0.0,2.096586,147.1147,283.6007,1.862922,20.0507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Vegetable Salads
Italian Eggplant Salad,1.850272,0.1980198,5.24988,5.211519,15.52976,7.611179,94.60375,0.1201152,34.46566,50.87875,24.64726,7.800484,3.829518,0.6875066,0.0,2.36019,77.11016,533.3206,0.5475416,32.6783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Vegetable Salads
Italian Style Pot Roast,17.32454,0.8605863,9.751092,1208.005,42.45193,4.851155,742.2825,0.6986868,386.2204,115.5148,147.8514,3.13671,42.91338,7.270085,181.6795,44.77458,385.9681,881.1968,16.42737,71.09865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,Roasts
Italian-Style Pork Tenderloin,41.70505,3.193912,40.89102,656.1163,5.652209,2.775,532.3583,3.825559,153.5404,21.92494,36.22173,1.319376,17.06004,4.170506,257.985,83.26462,941.0078,1727.768,4.719233,116.1076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Roasts
Jap Chae Korean Glass Noodles,9.653231,0.7225225,21.02955,1639.105,117.2024,13.43386,673.2319,0.412724,155.6431,162.7055,151.3902,10.68676,17.29368,5.285943,0.0,17.34995,11274.97,1292.88,2.418071,105.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Pasta
Japanese Tofu Salad,5.55542,0.2079384,8.539884,695.2167,10.95905,3.368752,271.6927,0.2108131,172.241,44.71733,716.7079,3.612533,19.13789,3.448928,0.0,17.61447,738.7115,428.4634,2.840423,78.78767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,Vegetable Salads
Jicama Mango Salad with Cilantro and Lime,0.8070648,0.1662328,58.43333,300.2372,31.53979,18.11718,125.7919,0.064541,2.916402,32.57294,32.12725,8.894388,0.3240447,1.1949,0.0,1.666559,827.7066,353.7189,0.06771687,25.36588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vegetable Salads
Jicama Salad with Cilantro and Lime,0.2624325,0.0531595,25.57239,5.359,10.88254,2.187225,45.80488,0.02593187,1.12581,15.13825,17.132,5.8219,0.12509,0.7531688,0.0,0.9023513,124.7023,185.7306,0.0257485,14.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vegetable Salads
Jicama and Pineapple Salad in a Cilantro Vinaigrette,2.840599,0.4659405,134.664,321.273,43.77513,20.7598,360.1851,0.2561356,192.3945,116.9829,74.48232,14.91929,21.37716,2.510688,0.0,4.07029,4238.892,849.6828,2.996239,65.34113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Vegetable Salads
Johnny Marzetti Casserole,13.85691,0.4687155,14.36879,1331.552,39.66475,6.781565,648.2631,0.279,328.9552,118.6554,557.4962,3.346228,36.55058,4.511565,120.147,40.21446,939.7101,783.7518,18.74533,76.18595,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,Casseroles
Johnny Marzetti II,6.514385,0.2109561,9.838501,446.2973,23.50381,2.504697,264.3091,0.4591209,116.0799,62.23412,56.90254,2.704383,12.89777,2.222307,41.22963,13.21513,203.3771,295.3885,5.557838,27.75275,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Pasta
Jollyrogers' Chilaquiles,5.400959,0.3773706,16.89045,1513.747,31.62522,6.442207,414.0725,0.3066257,241.706,20.37932,164.6782,5.320491,26.85622,3.053506,37.96375,13.73335,546.3921,544.4922,8.33408,60.34855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,Casseroles
Joy's Green Banana Salad,3.876955,0.1454082,31.60922,181.6564,31.12728,2.01132,227.3203,0.05778668,66.43733,19.45648,71.06153,0.6488334,7.381926,1.429088,82.7896,11.77825,435.8447,238.267,1.259545,24.19152,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Vegetable Salads
"Kalamata Olive, Tomato, and Cheese Melt",7.108877,0.2497006,18.73501,814.5284,62.13562,8.124696,488.8983,0.4358732,144.7395,145.9165,264.656,3.998382,16.08217,6.053963,28.00405,18.01131,1301.372,311.5064,6.0235,46.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Pasta
Kale Salad with Pineapple Dressing,2.602962,0.374884,115.3521,39.67733,17.70487,6.45284,162.2593,0.26588,88.34328,45.48534,133.0253,2.779733,9.815921,2.02124,0.0,4.660267,13798.08,508.2773,0.9360821,60.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vegetable Salads
Karen's Creamy Tomato Pasta,13.13749,0.5698342,43.00078,1054.094,65.01125,3.382903,595.2765,0.7441857,174.0345,140.7247,233.6188,7.153316,19.33716,5.544534,42.31227,25.88195,3320.065,989.3914,8.045119,83.52335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Pasta
Kasha,8.797174,0.3246,7.7832,458.465,29.53971,1.823835,317.954,0.145224,143.5114,34.6455,42.024,7.430684,15.94571,2.324875,48.2375,15.79001,563.3799,518.587,6.35698,77.626,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Casseroles
Katie's Yogurt Veggie Salad,0.6798915,0.1277737,37.86383,128.9019,21.95125,13.3465,111.5905,0.0593765,3.883478,27.435,269.224,1.75653,0.4314975,1.23213,3.854625,8.918156,4200.83,239.5125,0.05984,17.83675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Vegetable Salads
Kellie's Come-Back-For-More Ham,19.67726,1.033626,88.05246,3377.66,20.56768,19.6944,674.1251,1.902216,403.8941,4.96582,33.42741,0.072,44.87712,1.944132,135.4726,45.16535,223.92,861.1242,16.02512,42.1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Roasts
Kelly's Enchiladas,9.761137,0.5087664,5.040214,1341.269,30.85379,4.440199,413.6313,0.2345957,166.6507,48.88428,281.0925,2.014922,18.51674,2.847521,84.02571,29.06866,3739.545,447.9218,9.04667,43.37107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Casseroles
Kielbasa and Bow Ties,6.04119,0.310198,17.21774,1390.592,45.59284,9.746529,589.1637,0.250482,319.0541,99.44,146.981,3.890107,35.45046,6.270282,64.328,21.23967,1520.701,749.0973,10.60457,44.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Pasta
King Ranch Chicken Casserole,11.94563,0.4211487,34.51228,1010.333,25.05305,2.904086,480.9365,0.1379477,252.6025,27.55612,275.6413,3.391543,28.06695,3.062661,100.1537,32.09153,1279.169,406.5717,10.9642,61.88303,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Casseroles
King Ranch Chicken Casserole II,5.747336,0.4270032,6.7797,1545.184,54.84808,1.765413,559.72,0.07093713,238.5984,24.21062,458.5932,5.738493,26.51094,2.24425,87.64089,28.61106,1114.198,264.5327,12.91439,31.97825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Casseroles
Kosher Salt Encrusted Prime Rib Roast,12.20099,0.4122667,0.382,30920.59,1.203307,0.006826667,390.9866,0.1095393,232.1749,10.8028,27.358,0.3330666,25.7972,3.82259,107.055,36.12935,124.3893,520.596,10.97201,36.067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Roasts
Kristin's Turkey Butternut Squash Casserole,9.422065,0.3597113,11.17504,793.3718,31.936,6.420651,508.9994,0.1140383,280.5981,31.76417,272.6322,2.014854,31.17757,3.350927,152.1821,25.99121,5449.12,441.2208,11.3787,41.98892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Lamb L'Arabique,21.05143,0.8561193,35.0256,291.6089,33.77892,7.812853,586.4075,0.4729442,283.3339,184.1591,89.15879,9.177043,31.48154,6.748332,121.5648,42.70282,1872.675,1309.38,11.49304,106.6311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Casseroles
Lancashire Hot Pot,8.928715,0.6924257,41.47619,302.1837,38.43255,5.128425,365.4022,0.221534,146.4325,47.80567,45.93208,5.305,16.27028,2.756569,57.80271,17.11264,158.4917,1043.609,6.975821,61.86667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Casseroles
Laura's Lush Pasta Mix,13.7516,0.6481135,86.75021,65.22223,51.18845,5.9633,452.3491,0.7134347,120.1772,167.9736,36.09966,4.027,13.35302,5.721595,66.57374,31.26914,2090.495,848.4449,3.567502,68.78124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pasta
Layered Chicken and Black Bean Enchilada Casserole,9.04818,0.3473339,14.17707,508.3243,16.44094,0.7826462,366.4365,0.07317787,213.1897,10.36635,286.9911,2.213906,23.68774,1.038037,91.73153,23.0402,1033.287,302.8121,14.19569,39.1821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Layered Reuben Salad,6.15049,0.1449308,9.095667,1858.021,34.23507,13.54344,594.8606,0.2153842,381.9396,66.66875,303.0277,3.940568,42.43773,3.162892,103.0238,23.20864,1075.068,495.8643,15.58134,40.67917,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vegetable Salads
